acc,sample_acc,biosample,sra_study,bioproject
SRR10339183,SRS5567148,SAMN13106947,SRP158841,PRJNA485657
SRR10339180,SRS5567151,SAMN13106950,SRP158841,PRJNA485657
SRR10339178,SRS5567153,SAMN13106952,SRP158841,PRJNA485657
SRR7691107,SRS3667840,SAMN09829217,SRP157872,PRJNA485862
SRR7694438,SRS3670346,SAMN09834656,SRP157955,PRJNA485960
SRR7694393,SRS3670393,SAMN09834670,SRP157955,PRJNA485960
SRR7694390,SRS3670394,SAMN09834673,SRP157955,PRJNA485960
SRR7694385,SRS3670400,SAMN09834678,SRP157955,PRJNA485960
SRR7694421,SRS3670363,SAMN09834682,SRP157955,PRJNA485960
SRR7694496,SRS3670292,SAMN09834708,SRP157955,PRJNA485960
SRR7694329,SRS3670458,SAMN09834723,SRP157955,PRJNA485960
SRR7694427,SRS3670357,SAMN09834768,SRP157955,PRJNA485960
SRR7694397,SRS3670388,SAMN09834770,SRP157955,PRJNA485960
SRR7694395,SRS3670391,SAMN09834772,SRP157955,PRJNA485960
SRR7694401,SRS3670385,SAMN09834774,SRP157955,PRJNA485960
SRR7694400,SRS3670384,SAMN09834775,SRP157955,PRJNA485960
SRR7694399,SRS3670386,SAMN09834776,SRP157955,PRJNA485960
SRR7694404,SRS3670381,SAMN09834777,SRP157955,PRJNA485960
SRR7694367,SRS3670470,SAMN09834779,SRP157955,PRJNA485960
SRR7694368,SRS3670417,SAMN09834780,SRP157955,PRJNA485960
SRR7694370,SRS3670414,SAMN09834782,SRP157955,PRJNA485960
SRR7694363,SRS3670420,SAMN09834783,SRP157955,PRJNA485960
SRR7694364,SRS3670421,SAMN09834784,SRP157955,PRJNA485960
SRR7724907,SRS3695702,SAMN09840113,SRP158448,PRJNA486202
SRR7724889,SRS3695720,SAMN09840135,SRP158448,PRJNA486202
SRR7724925,SRS3695685,SAMN09840136,SRP158448,PRJNA486202
SRR7724887,SRS3695721,SAMN09840137,SRP158448,PRJNA486202
SRR7724876,SRS3695732,SAMN09840141,SRP158448,PRJNA486202
SRR7724877,SRS3695730,SAMN09840142,SRP158448,PRJNA486202
SRR7724910,SRS3695699,SAMN09840154,SRP158448,PRJNA486202
SRR7758706,SRS3717842,SAMN09914516,SRP158919,PRJNA486246
SRR7700926,SRS3676094,SAMN09842445,SRP158098,PRJNA486257
SRR10613484,SRS5786253,SAMN13518611,SRP159437,PRJNA486429
SRR10613544,SRS5786195,SAMN13518620,SRP159437,PRJNA486429
SRR7716793,SRS3689988,SAMN09859584,SRP158324,PRJNA486652
SRR7716792,SRS3689987,SAMN09859585,SRP158324,PRJNA486652
SRR7722984,SRS3693955,SAMN09864534,SRP158419,PRJNA486811
SRR7724306,SRS3695153,SAMN09866171,SRP158441,PRJNA486832
SRR8100122,SRS3972068,SAMN09867609,SRP166671,PRJNA486893
SRR8179020,SRS4034004,SAMN10405607,SRP158569,PRJNA487161
SRR8178990,SRS4033974,SAMN10405912,SRP158569,PRJNA487161
SRR7738187,SRS3700688,SAMN09878732,SRP158576,PRJNA487168
SRR7805299,SRS3702800,SAMN09880600,SRP158603,PRJNA487301
SRR7804443,SRS3702462,SAMN09880632,SRP158603,PRJNA487301
SRR7804728,SRS3702708,SAMN09880645,SRP158603,PRJNA487301
SRR7805275,SRS3702920,SAMN09880660,SRP158603,PRJNA487301
SRR7805268,SRS3702912,SAMN09880663,SRP158603,PRJNA487301
SRR7805267,SRS3702911,SAMN09880664,SRP158603,PRJNA487301
SRR7805224,SRS3702872,SAMN09880765,SRP158603,PRJNA487301
SRR7804863,SRS3703023,SAMN09880782,SRP158603,PRJNA487301
SRR7805098,SRS3703160,SAMN09880822,SRP158603,PRJNA487301
SRR7805255,SRS3702359,SAMN09880838,SRP158603,PRJNA487301
SRR7805257,SRS3702362,SAMN09880840,SRP158603,PRJNA487301
SRR7805249,SRS3702351,SAMN09880844,SRP158603,PRJNA487301
SRR7804882,SRS3702652,SAMN09880850,SRP158603,PRJNA487301
SRR7804880,SRS3702654,SAMN09880852,SRP158603,PRJNA487301
SRR7804889,SRS3702663,SAMN09880853,SRP158603,PRJNA487301
SRR7804963,SRS3703249,SAMN09880864,SRP158603,PRJNA487301
SRR7805046,SRS3702971,SAMN09880874,SRP158603,PRJNA487301
SRR7804793,SRS3702556,SAMN09880888,SRP158603,PRJNA487301
SRR7804527,SRS3702335,SAMN09880964,SRP158603,PRJNA487301
SRR7804440,SRS3702434,SAMN09880996,SRP158603,PRJNA487301
SRR7804399,SRS3702848,SAMN09881114,SRP158603,PRJNA487301
SRR7804312,SRS3702563,SAMN09881116,SRP158603,PRJNA487301
SRR7804310,SRS3702569,SAMN09881122,SRP158603,PRJNA487301
SRR7804776,SRS3702754,SAMN09881140,SRP158603,PRJNA487301
SRR7805251,SRS3702487,SAMN09881145,SRP158603,PRJNA487301
SRR7805144,SRS3702478,SAMN09881154,SRP158603,PRJNA487301
SRR7804936,SRS3702680,SAMN09881161,SRP158603,PRJNA487301
SRR7804579,SRS3703063,SAMN09881183,SRP158603,PRJNA487301
SRR7804580,SRS3703232,SAMN09881184,SRP158603,PRJNA487301
SRR7804323,SRS3703204,SAMN09881238,SRP158603,PRJNA487301
SRR7804559,SRS3702540,SAMN09881259,SRP158603,PRJNA487301
SRR7804327,SRS3703239,SAMN09881272,SRP158603,PRJNA487301
SRR7804747,SRS3702382,SAMN09881305,SRP158603,PRJNA487301
SRR7804746,SRS3702381,SAMN09881308,SRP158603,PRJNA487301
SRR7804684,SRS3702773,SAMN09881339,SRP158603,PRJNA487301
SRR7804683,SRS3702772,SAMN09881340,SRP158603,PRJNA487301
SRR7805081,SRS3702898,SAMN09881369,SRP158603,PRJNA487301
SRR7805080,SRS3702896,SAMN09881370,SRP158603,PRJNA487301
SRR7804736,SRS3702781,SAMN09881491,SRP158603,PRJNA487301
SRR7804360,SRS3702659,SAMN09881494,SRP158603,PRJNA487301
SRR7804541,SRS3703087,SAMN09881497,SRP158603,PRJNA487301
SRR7804957,SRS3702905,SAMN09881510,SRP158603,PRJNA487301
SRR7805173,SRS3702343,SAMN09881526,SRP158603,PRJNA487301
SRR7804826,SRS3703053,SAMN09881536,SRP158603,PRJNA487301
SRR7805119,SRS3703101,SAMN09881545,SRP158603,PRJNA487301
SRR7805600,SRS3720698,SAMN09898595,SRP158603,PRJNA487301
SRR7762134,SRS3720698,SAMN09898595,SRP158603,PRJNA487301
SRR7762140,SRS3720693,SAMN09898596,SRP158603,PRJNA487301
SRR7805601,SRS3720693,SAMN09898596,SRP158603,PRJNA487301
SRR7806057,SRS3720930,SAMN09898629,SRP158603,PRJNA487301
SRR7762203,SRS3720930,SAMN09898629,SRP158603,PRJNA487301
SRR7806097,SRS3720677,SAMN09898636,SRP158603,PRJNA487301
SRR7762154,SRS3720677,SAMN09898636,SRP158603,PRJNA487301
SRR7761366,SRS3720087,SAMN09898662,SRP158603,PRJNA487301
SRR7805591,SRS3720087,SAMN09898662,SRP158603,PRJNA487301
SRR7806223,SRS3720825,SAMN09898671,SRP158603,PRJNA487301
SRR7762311,SRS3720825,SAMN09898671,SRP158603,PRJNA487301
SRR7762078,SRS3720748,SAMN09898684,SRP158603,PRJNA487301
SRR7806253,SRS3720748,SAMN09898684,SRP158603,PRJNA487301
SRR7762082,SRS3720741,SAMN09898688,SRP158603,PRJNA487301
SRR7806243,SRS3720741,SAMN09898688,SRP158603,PRJNA487301
SRR7805593,SRS3720750,SAMN09898693,SRP158603,PRJNA487301
SRR7762076,SRS3720750,SAMN09898693,SRP158603,PRJNA487301
SRR7761857,SRS3720627,SAMN09898702,SRP158603,PRJNA487301
SRR7805308,SRS3720627,SAMN09898702,SRP158603,PRJNA487301
SRR7761419,SRS3720031,SAMN09898720,SRP158603,PRJNA487301
SRR7805933,SRS3720031,SAMN09898720,SRP158603,PRJNA487301
SRR7761798,SRS3720343,SAMN09898728,SRP158603,PRJNA487301
SRR7806006,SRS3720343,SAMN09898728,SRP158603,PRJNA487301
SRR7761393,SRS3720059,SAMN09898752,SRP158603,PRJNA487301
SRR7806030,SRS3720059,SAMN09898752,SRP158603,PRJNA487301
SRR7762232,SRS3720901,SAMN09898777,SRP158603,PRJNA487301
SRR7806026,SRS3720901,SAMN09898777,SRP158603,PRJNA487301
SRR7762229,SRS3720903,SAMN09898780,SRP158603,PRJNA487301
SRR7806031,SRS3720903,SAMN09898780,SRP158603,PRJNA487301
SRR7805399,SRS3720910,SAMN09898783,SRP158603,PRJNA487301
SRR7762226,SRS3720910,SAMN09898783,SRP158603,PRJNA487301
SRR7805343,SRS3720176,SAMN09898784,SRP158603,PRJNA487301
SRR7761620,SRS3720176,SAMN09898784,SRP158603,PRJNA487301
SRR7762087,SRS3720739,SAMN09898812,SRP158603,PRJNA487301
SRR7805346,SRS3720739,SAMN09898812,SRP158603,PRJNA487301
SRR7806040,SRS3720453,SAMN09898818,SRP158603,PRJNA487301
SRR7761685,SRS3720453,SAMN09898818,SRP158603,PRJNA487301
SRR7761656,SRS3720143,SAMN09898826,SRP158603,PRJNA487301
SRR7805966,SRS3720143,SAMN09898826,SRP158603,PRJNA487301
SRR7761895,SRS3720590,SAMN09898837,SRP158603,PRJNA487301
SRR7805945,SRS3720590,SAMN09898837,SRP158603,PRJNA487301
SRR7805439,SRS3720273,SAMN09898858,SRP158603,PRJNA487301
SRR7761527,SRS3720273,SAMN09898858,SRP158603,PRJNA487301
SRR7761487,SRS3719966,SAMN09898870,SRP158603,PRJNA487301
SRR7806123,SRS3719966,SAMN09898870,SRP158603,PRJNA487301
SRR7805383,SRS3719976,SAMN09898873,SRP158603,PRJNA487301
SRR7761477,SRS3719976,SAMN09898873,SRP158603,PRJNA487301
SRR7762331,SRS3720804,SAMN09898884,SRP158603,PRJNA487301
SRR7806295,SRS3720804,SAMN09898884,SRP158603,PRJNA487301
SRR7761708,SRS3720431,SAMN09898889,SRP158603,PRJNA487301
SRR7806290,SRS3720431,SAMN09898889,SRP158603,PRJNA487301
SRR7806161,SRS3720334,SAMN09898898,SRP158603,PRJNA487301
SRR7761806,SRS3720334,SAMN09898898,SRP158603,PRJNA487301
SRR7805471,SRS3720619,SAMN09898905,SRP158603,PRJNA487301
SRR7761865,SRS3720619,SAMN09898905,SRP158603,PRJNA487301
SRR7761862,SRS3720622,SAMN09898906,SRP158603,PRJNA487301
SRR7805468,SRS3720622,SAMN09898906,SRP158603,PRJNA487301
SRR7805469,SRS3720620,SAMN09898907,SRP158603,PRJNA487301
SRR7761863,SRS3720620,SAMN09898907,SRP158603,PRJNA487301
SRR7762268,SRS3720867,SAMN09898921,SRP158603,PRJNA487301
SRR7805529,SRS3720867,SAMN09898921,SRP158603,PRJNA487301
SRR7761675,SRS3720122,SAMN09898937,SRP158603,PRJNA487301
SRR7806276,SRS3720122,SAMN09898937,SRP158603,PRJNA487301
SRR7761678,SRS3720123,SAMN09898938,SRP158603,PRJNA487301
SRR7806271,SRS3720123,SAMN09898938,SRP158603,PRJNA487301
SRR7761432,SRS3720018,SAMN09898968,SRP158603,PRJNA487301
SRR7806128,SRS3720018,SAMN09898968,SRP158603,PRJNA487301
SRR7806129,SRS3720025,SAMN09898969,SRP158603,PRJNA487301
SRR7761433,SRS3720025,SAMN09898969,SRP158603,PRJNA487301
SRR7806130,SRS3720034,SAMN09898970,SRP158603,PRJNA487301
SRR7761434,SRS3720034,SAMN09898970,SRP158603,PRJNA487301
SRR7806131,SRS3720017,SAMN09898971,SRP158603,PRJNA487301
SRR7761435,SRS3720017,SAMN09898971,SRP158603,PRJNA487301
SRR7761437,SRS3720015,SAMN09898973,SRP158603,PRJNA487301
SRR7806125,SRS3720015,SAMN09898973,SRP158603,PRJNA487301
SRR7762279,SRS3720858,SAMN09899029,SRP158603,PRJNA487301
SRR7805425,SRS3720858,SAMN09899029,SRP158603,PRJNA487301
SRR7805329,SRS3720479,SAMN09899046,SRP158603,PRJNA487301
SRR7762001,SRS3720479,SAMN09899046,SRP158603,PRJNA487301
SRR7805829,SRS3720014,SAMN09899065,SRP158603,PRJNA487301
SRR7761438,SRS3720014,SAMN09899065,SRP158603,PRJNA487301
SRR7805826,SRS3720009,SAMN09899068,SRP158603,PRJNA487301
SRR7761443,SRS3720009,SAMN09899068,SRP158603,PRJNA487301
SRR7805821,SRS3720522,SAMN09899073,SRP158603,PRJNA487301
SRR7761962,SRS3720522,SAMN09899073,SRP158603,PRJNA487301
SRR7805562,SRS3720359,SAMN09899081,SRP158603,PRJNA487301
SRR7761781,SRS3720359,SAMN09899081,SRP158603,PRJNA487301
SRR7806058,SRS3720048,SAMN09899091,SRP158603,PRJNA487301
SRR7761402,SRS3720048,SAMN09899091,SRP158603,PRJNA487301
SRR7805595,SRS3720893,SAMN09899095,SRP158603,PRJNA487301
SRR7762242,SRS3720893,SAMN09899095,SRP158603,PRJNA487301
SRR7761635,SRS3720161,SAMN09899110,SRP158603,PRJNA487301
SRR7805327,SRS3720161,SAMN09899110,SRP158603,PRJNA487301
SRR7762239,SRS3720898,SAMN09899113,SRP158603,PRJNA487301
SRR7805330,SRS3720898,SAMN09899113,SRP158603,PRJNA487301
SRR7805449,SRS3720353,SAMN09899114,SRP158603,PRJNA487301
SRR7761789,SRS3720353,SAMN09899114,SRP158603,PRJNA487301
SRR7806166,SRS3720350,SAMN09899116,SRP158603,PRJNA487301
SRR7761791,SRS3720350,SAMN09899116,SRP158603,PRJNA487301
SRR7762188,SRS3720640,SAMN09899126,SRP158603,PRJNA487301
SRR7805988,SRS3720640,SAMN09899126,SRP158603,PRJNA487301
SRR7762189,SRS3720639,SAMN09899127,SRP158603,PRJNA487301
SRR7805989,SRS3720639,SAMN09899127,SRP158603,PRJNA487301
SRR7762197,SRS3720937,SAMN09899128,SRP158603,PRJNA487301
SRR7805658,SRS3720937,SAMN09899128,SRP158603,PRJNA487301
SRR7806238,SRS3720777,SAMN09899142,SRP158603,PRJNA487301
SRR7762049,SRS3720777,SAMN09899142,SRP158603,PRJNA487301
SRR7761406,SRS3720043,SAMN09899146,SRP158603,PRJNA487301
SRR7805555,SRS3720043,SAMN09899146,SRP158603,PRJNA487301
SRR7761407,SRS3720041,SAMN09899147,SRP158603,PRJNA487301
SRR7805556,SRS3720041,SAMN09899147,SRP158603,PRJNA487301
SRR7761578,SRS3720217,SAMN09899155,SRP158603,PRJNA487301
SRR7805745,SRS3720217,SAMN09899155,SRP158603,PRJNA487301
SRR7761580,SRS3720214,SAMN09899157,SRP158603,PRJNA487301
SRR7805747,SRS3720214,SAMN09899157,SRP158603,PRJNA487301
SRR7761583,SRS3720212,SAMN09899158,SRP158603,PRJNA487301
SRR7805742,SRS3720212,SAMN09899158,SRP158603,PRJNA487301
SRR7761582,SRS3720213,SAMN09899159,SRP158603,PRJNA487301
SRR7805741,SRS3720213,SAMN09899159,SRP158603,PRJNA487301
SRR7761564,SRS3720233,SAMN09899164,SRP158603,PRJNA487301
SRR7805837,SRS3720233,SAMN09899164,SRP158603,PRJNA487301
SRR7805961,SRS3720183,SAMN09899175,SRP158603,PRJNA487301
SRR7761614,SRS3720183,SAMN09899175,SRP158603,PRJNA487301
SRR7805957,SRS3720179,SAMN09899179,SRP158603,PRJNA487301
SRR7761618,SRS3720179,SAMN09899179,SRP158603,PRJNA487301
SRR7805792,SRS3720446,SAMN09899183,SRP158603,PRJNA487301
SRR7761694,SRS3720446,SAMN09899183,SRP158603,PRJNA487301
SRR7805355,SRS3720206,SAMN09899198,SRP158603,PRJNA487301
SRR7761590,SRS3720206,SAMN09899198,SRP158603,PRJNA487301
SRR7762208,SRS3720926,SAMN09899211,SRP158603,PRJNA487301
SRR7805796,SRS3720926,SAMN09899211,SRP158603,PRJNA487301
SRR7805460,SRS3720259,SAMN09899238,SRP158603,PRJNA487301
SRR7761537,SRS3720259,SAMN09899238,SRP158603,PRJNA487301
SRR7762224,SRS3720912,SAMN09899270,SRP158603,PRJNA487301
SRR7805640,SRS3720912,SAMN09899270,SRP158603,PRJNA487301
SRR7805878,SRS3720546,SAMN09899301,SRP158603,PRJNA487301
SRR7761938,SRS3720546,SAMN09899301,SRP158603,PRJNA487301
SRR7761941,SRS3720543,SAMN09899302,SRP158603,PRJNA487301
SRR7805875,SRS3720543,SAMN09899302,SRP158603,PRJNA487301
SRR7805920,SRS3720916,SAMN09899347,SRP158603,PRJNA487301
SRR7762221,SRS3720916,SAMN09899347,SRP158603,PRJNA487301
SRR7806142,SRS3720770,SAMN09899377,SRP158603,PRJNA487301
SRR7762055,SRS3720770,SAMN09899377,SRP158603,PRJNA487301
SRR7806137,SRS3720768,SAMN09899378,SRP158603,PRJNA487301
SRR7762058,SRS3720768,SAMN09899378,SRP158603,PRJNA487301
SRR7805493,SRS3720793,SAMN09899399,SRP158603,PRJNA487301
SRR7762029,SRS3720793,SAMN09899399,SRP158603,PRJNA487301
SRR7761353,SRS3720101,SAMN09899400,SRP158603,PRJNA487301
SRR7806246,SRS3720101,SAMN09899400,SRP158603,PRJNA487301
SRR7805578,SRS3720421,SAMN09899411,SRP158603,PRJNA487301
SRR7761721,SRS3720421,SAMN09899411,SRP158603,PRJNA487301
SRR7805421,SRS3720540,SAMN09899413,SRP158603,PRJNA487301
SRR7761944,SRS3720540,SAMN09899413,SRP158603,PRJNA487301
SRR7761377,SRS3720076,SAMN09899426,SRP158603,PRJNA487301
SRR7805916,SRS3720076,SAMN09899426,SRP158603,PRJNA487301
SRR7806147,SRS3720418,SAMN09899445,SRP158603,PRJNA487301
SRR7761724,SRS3720418,SAMN09899445,SRP158603,PRJNA487301
SRR7805675,SRS3720261,SAMN09899457,SRP158603,PRJNA487301
SRR7761536,SRS3720261,SAMN09899457,SRP158603,PRJNA487301
SRR7762098,SRS3720730,SAMN09899458,SRP158603,PRJNA487301
SRR7805395,SRS3720730,SAMN09899458,SRP158603,PRJNA487301
SRR7761851,SRS3720290,SAMN09899484,SRP158603,PRJNA487301
SRR7806074,SRS3720290,SAMN09899484,SRP158603,PRJNA487301
SRR7762303,SRS3720832,SAMN09899487,SRP158603,PRJNA487301
SRR7806075,SRS3720832,SAMN09899487,SRP158603,PRJNA487301
SRR7761847,SRS3720294,SAMN09899488,SRP158603,PRJNA487301
SRR7806078,SRS3720294,SAMN09899488,SRP158603,PRJNA487301
SRR7806077,SRS3719974,SAMN09899489,SRP158603,PRJNA487301
SRR7761479,SRS3719974,SAMN09899489,SRP158603,PRJNA487301
SRR7761340,SRS3720112,SAMN09899503,SRP158603,PRJNA487301
SRR7805886,SRS3720112,SAMN09899503,SRP158603,PRJNA487301
SRR7805690,SRS3720588,SAMN09899515,SRP158603,PRJNA487301
SRR7761896,SRS3720588,SAMN09899515,SRP158603,PRJNA487301
SRR7805398,SRS3720583,SAMN09899516,SRP158603,PRJNA487301
SRR7761899,SRS3720583,SAMN09899516,SRP158603,PRJNA487301
SRR7805397,SRS3720587,SAMN09899517,SRP158603,PRJNA487301
SRR7761898,SRS3720587,SAMN09899517,SRP158603,PRJNA487301
SRR7805800,SRS3720841,SAMN09899528,SRP158603,PRJNA487301
SRR7762296,SRS3720841,SAMN09899528,SRP158603,PRJNA487301
SRR7806087,SRS3720542,SAMN09899550,SRP158603,PRJNA487301
SRR7761942,SRS3720542,SAMN09899550,SRP158603,PRJNA487301
SRR7761565,SRS3720232,SAMN09899563,SRP158603,PRJNA487301
SRR7806219,SRS3720232,SAMN09899563,SRP158603,PRJNA487301
SRR7805572,SRS3720366,SAMN09899564,SRP158603,PRJNA487301
SRR7761774,SRS3720366,SAMN09899564,SRP158603,PRJNA487301
SRR7761503,SRS3719950,SAMN09899567,SRP158603,PRJNA487301
SRR7805571,SRS3719950,SAMN09899567,SRP158603,PRJNA487301
SRR7805580,SRS3719946,SAMN09899573,SRP158603,PRJNA487301
SRR7761507,SRS3719946,SAMN09899573,SRP158603,PRJNA487301
SRR7762145,SRS3720683,SAMN09899579,SRP158603,PRJNA487301
SRR7806059,SRS3720683,SAMN09899579,SRP158603,PRJNA487301
SRR7782153,SRS3704897,SAMN09899789,SRP158603,PRJNA487301
SRR7782038,SRS3704738,SAMN09899795,SRP158603,PRJNA487301
SRR7782379,SRS3704794,SAMN09899820,SRP158603,PRJNA487301
SRR7782380,SRS3704793,SAMN09899821,SRP158603,PRJNA487301
SRR7781892,SRS3704389,SAMN09899850,SRP158603,PRJNA487301
SRR7781891,SRS3704390,SAMN09899851,SRP158603,PRJNA487301
SRR7781895,SRS3705179,SAMN09899855,SRP158603,PRJNA487301
SRR7782530,SRS3705090,SAMN09899865,SRP158603,PRJNA487301
SRR7782531,SRS3705093,SAMN09899866,SRP158603,PRJNA487301
SRR7782473,SRS3704865,SAMN09899880,SRP158603,PRJNA487301
SRR7782328,SRS3704864,SAMN09899882,SRP158603,PRJNA487301
SRR7781601,SRS3705104,SAMN09899894,SRP158603,PRJNA487301
SRR7782011,SRS3704413,SAMN09899900,SRP158603,PRJNA487301
SRR7782004,SRS3704417,SAMN09899909,SRP158603,PRJNA487301
SRR7782299,SRS3704688,SAMN09899923,SRP158603,PRJNA487301
SRR7782302,SRS3704684,SAMN09899926,SRP158603,PRJNA487301
SRR7781743,SRS3704530,SAMN09899975,SRP158603,PRJNA487301
SRR7781969,SRS3705147,SAMN09899993,SRP158603,PRJNA487301
SRR7781909,SRS3704911,SAMN09900007,SRP158603,PRJNA487301
SRR7782305,SRS3705122,SAMN09900022,SRP158603,PRJNA487301
SRR7782213,SRS3704978,SAMN09900036,SRP158603,PRJNA487301
SRR7782214,SRS3704975,SAMN09900037,SRP158603,PRJNA487301
SRR7781769,SRS3704716,SAMN09900049,SRP158603,PRJNA487301
SRR7782478,SRS3704557,SAMN09900066,SRP158603,PRJNA487301
SRR7782094,SRS3704878,SAMN09900077,SRP158603,PRJNA487301
SRR7782274,SRS3704299,SAMN09900099,SRP158603,PRJNA487301
SRR7781694,SRS3704455,SAMN09900161,SRP158603,PRJNA487301
SRR7782317,SRS3704449,SAMN09900167,SRP158603,PRJNA487301
SRR7782366,SRS3705166,SAMN09900183,SRP158603,PRJNA487301
SRR7782361,SRS3705165,SAMN09900184,SRP158603,PRJNA487301
SRR7782440,SRS3704930,SAMN09900193,SRP158603,PRJNA487301
SRR7782295,SRS3704332,SAMN09900212,SRP158603,PRJNA487301
SRR7781921,SRS3704670,SAMN09900222,SRP158603,PRJNA487301
SRR7781919,SRS3704674,SAMN09900223,SRP158603,PRJNA487301
SRR7781924,SRS3704655,SAMN09900225,SRP158603,PRJNA487301
SRR7781592,SRS3705066,SAMN09900280,SRP158603,PRJNA487301
SRR7782124,SRS3705060,SAMN09900285,SRP158603,PRJNA487301
SRR7782198,SRS3704925,SAMN09900315,SRP158603,PRJNA487301
SRR7782401,SRS3704887,SAMN09900506,SRP158603,PRJNA487301
SRR7782496,SRS3704886,SAMN09900507,SRP158603,PRJNA487301
SRR7782513,SRS3705032,SAMN09900514,SRP158603,PRJNA487301
SRR7782515,SRS3705033,SAMN09900516,SRP158603,PRJNA487301
SRR7781966,SRS3704689,SAMN09900520,SRP158603,PRJNA487301
SRR7782051,SRS3704986,SAMN09900521,SRP158603,PRJNA487301
SRR7781869,SRS3704313,SAMN09900522,SRP158603,PRJNA487301
SRR7781876,SRS3704310,SAMN09900525,SRP158603,PRJNA487301
SRR7781874,SRS3704308,SAMN09900527,SRP158603,PRJNA487301
SRR7782074,SRS3704712,SAMN09900528,SRP158603,PRJNA487301
SRR7781672,SRS3704711,SAMN09900529,SRP158603,PRJNA487301
SRR7781952,SRS3704654,SAMN09900530,SRP158603,PRJNA487301
SRR7782160,SRS3704495,SAMN09900533,SRP158603,PRJNA487301
SRR7781947,SRS3704496,SAMN09900535,SRP158603,PRJNA487301
SRR7781946,SRS3704491,SAMN09900536,SRP158603,PRJNA487301
SRR7781729,SRS3704490,SAMN09900537,SRP158603,PRJNA487301
SRR7781725,SRS3704627,SAMN09900539,SRP158603,PRJNA487301
SRR7782323,SRS3704783,SAMN09900543,SRP158603,PRJNA487301
SRR7782324,SRS3704781,SAMN09900544,SRP158603,PRJNA487301
SRR7782355,SRS3704514,SAMN09900552,SRP158603,PRJNA487301
SRR7782354,SRS3704510,SAMN09900553,SRP158603,PRJNA487301
SRR7782349,SRS3704454,SAMN09900554,SRP158603,PRJNA487301
SRR7782345,SRS3704525,SAMN09900559,SRP158603,PRJNA487301
SRR7781653,SRS3704750,SAMN09900565,SRP158603,PRJNA487301
SRR7782172,SRS3704749,SAMN09900566,SRP158603,PRJNA487301
SRR7781687,SRS3704524,SAMN09900570,SRP158603,PRJNA487301
SRR7781963,SRS3704705,SAMN09900575,SRP158603,PRJNA487301
SRR7782234,SRS3704410,SAMN09900583,SRP158603,PRJNA487301
SRR7782244,SRS3704402,SAMN09900584,SRP158603,PRJNA487301
SRR7782201,SRS3704399,SAMN09900588,SRP158603,PRJNA487301
SRR7782250,SRS3704400,SAMN09900589,SRP158603,PRJNA487301
SRR7781993,SRS3704645,SAMN09900591,SRP158603,PRJNA487301
SRR7782073,SRS3704250,SAMN09900592,SRP158603,PRJNA487301
SRR7781996,SRS3704660,SAMN09900594,SRP158603,PRJNA487301
SRR7781997,SRS3704656,SAMN09900595,SRP158603,PRJNA487301
SRR7781998,SRS3704661,SAMN09900596,SRP158603,PRJNA487301
SRR7781999,SRS3704662,SAMN09900597,SRP158603,PRJNA487301
SRR7781586,SRS3704963,SAMN09900602,SRP158603,PRJNA487301
SRR7782447,SRS3704818,SAMN09900618,SRP158603,PRJNA487301
SRR7781815,SRS3704499,SAMN09900622,SRP158603,PRJNA487301
SRR7781902,SRS3704617,SAMN09900626,SRP158603,PRJNA487301
SRR7781922,SRS3704940,SAMN09900632,SRP158603,PRJNA487301
SRR7782236,SRS3704932,SAMN09900636,SRP158603,PRJNA487301
SRR7782278,SRS3705004,SAMN09900638,SRP158603,PRJNA487301
SRR7781807,SRS3705191,SAMN09900640,SRP158603,PRJNA487301
SRR7781805,SRS3705187,SAMN09900642,SRP158603,PRJNA487301
SRR7781804,SRS3705188,SAMN09900643,SRP158603,PRJNA487301
SRR7781811,SRS3704902,SAMN09900644,SRP158603,PRJNA487301
SRR7781813,SRS3705177,SAMN09900649,SRP158603,PRJNA487301
SRR7782539,SRS3704954,SAMN09900658,SRP158603,PRJNA487301
SRR7782339,SRS3704672,SAMN09900662,SRP158603,PRJNA487301
SRR7782340,SRS3704668,SAMN09900665,SRP158603,PRJNA487301
SRR7781883,SRS3704995,SAMN09900670,SRP158603,PRJNA487301
SRR7781882,SRS3704997,SAMN09900671,SRP158603,PRJNA487301
SRR7781887,SRS3704996,SAMN09900674,SRP158603,PRJNA487301
SRR7781962,SRS3705074,SAMN09900683,SRP158603,PRJNA487301
SRR7781957,SRS3704821,SAMN09900686,SRP158603,PRJNA487301
SRR7749507,SRS3710027,SAMN09906931,SRP158702,PRJNA487625
SRR7749460,SRS3710011,SAMN09906947,SRP158702,PRJNA487625
SRR7749459,SRS3710011,SAMN09906947,SRP158702,PRJNA487625
SRR7757968,SRS3717225,SAMN09914373,SRP158901,PRJNA487915
SRR7759380,SRS3718206,SAMN09917929,SRP158928,PRJNA488080
SRR7772156,SRS3728868,SAMN09930385,SRP159212,PRJNA488327
SRR7772155,SRS3728870,SAMN09930386,SRP159212,PRJNA488327
SRR7772154,SRS3728871,SAMN09930387,SRP159212,PRJNA488327
SRR7772153,SRS3728872,SAMN09930388,SRP159212,PRJNA488327
SRR7772143,SRS3728882,SAMN09930402,SRP159212,PRJNA488327
SRR7772140,SRS3728885,SAMN09930403,SRP159212,PRJNA488327
SRR7811493,SRS3758337,SAMN09930613,SRP160432,PRJNA488330
SRR7811492,SRS3758338,SAMN09930614,SRP160432,PRJNA488330
SRR7811491,SRS3758339,SAMN09930615,SRP160432,PRJNA488330
